x=652, y=891..904
x=713, y=1454..1458
x=691, y=1508..1511
x=599, y=340..352
x=629, y=36..38
y=60, x=750..757
x=528, y=571..589
x=638, y=810..825
x=502, y=1665..1670
x=642, y=1212..1216
y=266, x=547..585
x=591, y=1750..1773
x=736, y=1243..1263
x=505, y=814..833
x=474, y=217..225
x=601, y=179..203
x=506, y=1662..1681
x=468, y=76..88
x=535, y=1568..1577
y=40, x=494..502
y=1398, x=522..524
x=609, y=1463..1473
x=578, y=1667..1670
y=389, x=473..476
y=561, x=482..496
x=605, y=118..124
x=676, y=1147..1160
x=490, y=822..842
x=679, y=763..774
x=673, y=487..513
x=449, y=795..821
y=842, x=479..490
x=498, y=1083..1088
x=570, y=1542..1553
x=471, y=327..353
y=1413, x=753..768
x=552, y=1552..1557
y=1665, x=733..752
x=460, y=331..336
x=741, y=638..660
x=507, y=495..506
x=525, y=626..633
x=666, y=1228..1241
x=722, y=1589..1598
x=745, y=1715..1724
x=681, y=867..880
y=532, x=687..691
x=609, y=1620..1648
x=520, y=1526..1547
x=470, y=1344..1366
x=777, y=1111..1115
x=624, y=131..144
x=641, y=1061..1069
x=676, y=177..180
x=672, y=865..877
x=744, y=1631..1640
y=1416, x=685..692
y=1302, x=535..541
y=100, x=713..736
y=915, x=546..559
x=457, y=834..836
x=586, y=465..478
x=633, y=1063..1074
y=1383, x=553..557
x=569, y=1146..1169
x=637, y=1753..1757
y=780, x=668..674
x=494, y=847..873
x=626, y=442..448
y=1807, x=468..472
x=736, y=759..787
x=532, y=237..240
x=627, y=1483..1495
x=573, y=1637..1640
x=509, y=1570..1592
x=447, y=5..30
y=635, x=753..770
x=775, y=1271..1298
x=679, y=177..180
y=926, x=642..645
x=750, y=1819..1831
x=768, y=162..184
y=1314, x=698..709
y=39, x=701..710
y=140, x=698..700
x=470, y=1683..1698
x=746, y=1670..1679
x=656, y=485..497
x=626, y=819..822
x=434, y=524..545
x=718, y=1673..1679
x=650, y=1566..1577
x=671, y=998..1008
x=654, y=324..326
y=1553, x=570..578
x=513, y=162..168
y=155, x=603..618
x=598, y=1566..1593
y=1059, x=680..695
x=494, y=36..40
x=543, y=1823..1830
x=575, y=7..20
y=1670, x=493..502
y=877, x=512..518
x=628, y=117..120
x=654, y=440..450
x=460, y=1708..1719
x=639, y=988..1003
x=642, y=1187..1198
x=636, y=1531..1533
x=507, y=1181..1196
y=752, x=671..693
x=475, y=1650..1653
y=1673, x=652..665
y=1270, x=690..711
x=576, y=121..129
x=686, y=1097..1102
x=496, y=1581..1591
y=1682, x=738..754
x=647, y=1554..1567
y=923, x=592..599
x=591, y=1117..1119
x=683, y=823..836
x=693, y=1230..1247
x=600, y=1832..1839
x=656, y=1753..1757
x=479, y=977..987
x=775, y=992..994
x=536, y=821..838
x=745, y=1893..1906
x=521, y=177..194
x=647, y=1010..1012
x=713, y=1466..1482
x=564, y=1312..1314
x=711, y=884..887
x=449, y=1424..1445
y=815, x=676..690
x=748, y=364..381
x=499, y=1135..1139
y=1704, x=754..774
x=736, y=543..552
x=573, y=1506..1521
x=461, y=1369..1380
x=618, y=810..825
x=722, y=666..676
y=110, x=466..485
x=670, y=1526..1538
x=734, y=860..869
x=758, y=1275..1280
y=1065, x=710..712
x=778, y=320..336
y=696, x=504..514
x=663, y=1023..1025
y=1541, x=439..466
x=590, y=1083..1085
x=741, y=376..378
y=1473, x=609..691
x=540, y=145..147
x=681, y=1547..1558
y=360, x=781..788
x=726, y=1663..1682
x=610, y=118..120
y=1002, x=722..725
y=708, x=685..687
x=438, y=1219..1229
x=577, y=523..538
x=472, y=1758..1764
x=603, y=502..515
x=502, y=1062..1071
y=1043, x=653..655
y=1366, x=610..614
x=718, y=881..891
y=306, x=526..546
x=616, y=1127..1141
x=673, y=976..987
y=1370, x=602..622
x=512, y=1430..1436
y=1884, x=586..588
y=223, x=597..603
x=774, y=1690..1704
y=515, x=603..605
x=759, y=722..724
x=683, y=1292..1313
y=1074, x=633..649
y=1115, x=777..779
y=47, x=587..610
x=685, y=153..169
y=497, x=612..656
x=524, y=487..489
x=502, y=941..943
x=533, y=401..411
x=722, y=987..1002
x=652, y=1207..1219
y=820, x=511..513
x=606, y=179..203
y=947, x=757..764
x=477, y=687..695
y=1644, x=564..580
x=753, y=1406..1413
x=451, y=1458..1464
x=548, y=455..476
x=655, y=100..105
y=622, x=595..623
y=1222, x=658..667
y=1118, x=517..531
y=151, x=569..573
x=472, y=217..225
x=465, y=476..480
x=531, y=1091..1118
y=173, x=442..453
x=630, y=1555..1567
x=541, y=382..391
x=624, y=1424..1434
y=475, x=624..648
x=493, y=9..19
y=1171, x=486..505
x=717, y=1690..1716
x=665, y=1648..1673
x=707, y=1115..1138
x=564, y=1444..1447
x=518, y=1369..1386
x=629, y=55..76
y=1205, x=570..592
y=856, x=644..664
y=1802, x=667..691
x=738, y=1672..1682
y=150, x=745..750
y=1101, x=657..671
x=444, y=200..212
x=768, y=1407..1413
y=1738, x=681..688
x=755, y=418..426
x=468, y=1105..1108
x=581, y=1701..1723
y=731, x=682..708
x=537, y=1480..1484
x=626, y=231..242
y=1117, x=588..591
x=792, y=1905..1915
y=278, x=547..579
x=590, y=768..779
x=634, y=1184..1192
x=434, y=896..912
x=570, y=1366..1380
x=782, y=1270..1298
x=534, y=384..388
x=463, y=294..310
y=690, x=693..710
y=1588, x=483..486
x=523, y=100..109
x=631, y=1035..1048
x=466, y=1368..1380
y=1450, x=556..574
x=627, y=1552..1578
x=518, y=61..65
x=717, y=1595..1604
x=533, y=736..753
y=929, x=476..503
y=265, x=490..517
y=1598, x=722..746
y=1555, x=671..673
y=388, x=532..534
x=574, y=1433..1450
y=448, x=620..626
x=716, y=1044..1058
x=563, y=291..298
x=741, y=791..800
y=748, x=682..687
y=1499, x=580..601
y=1327, x=620..665
x=496, y=785..803
x=614, y=1364..1366
x=549, y=340..352
y=1003, x=646..657
x=570, y=180..194
y=1840, x=478..497
x=545, y=1527..1547
y=1282, x=646..669
x=675, y=152..169
y=1380, x=461..466
x=764, y=1714..1724
x=698, y=1074..1087
x=646, y=1085..1099
x=630, y=1148..1158
x=510, y=902..917
y=1158, x=630..649
y=1723, x=573..581
y=557, x=684..704
y=866, x=459..473
x=558, y=810..816
x=638, y=439..450
x=735, y=946..967
y=324, x=651..654
x=683, y=290..295
y=943, x=502..506
y=60, x=678..685
x=704, y=1484..1495
y=329, x=533..561
y=142, x=608..611
x=638, y=1681..1695
x=742, y=1554..1558
x=762, y=1172..1180
x=685, y=852..855
y=194, x=546..570
x=588, y=1853..1867
x=568, y=1455..1461
y=1504, x=763..772
x=727, y=90..92
y=918, x=687..697
x=727, y=363..381
x=632, y=382..394
x=489, y=1794..1822
y=852, x=685..692
x=624, y=1873..1896
x=732, y=1633..1637
x=541, y=715..736
y=929, x=635..652
x=556, y=1525..1529
y=1436, x=512..519
x=767, y=345..358
x=731, y=511..533
y=529, x=563..568
y=1087, x=684..698
x=705, y=199..211
x=522, y=1377..1398
x=752, y=1368..1391
x=506, y=1749..1775
x=673, y=1448..1459
x=436, y=895..912
x=740, y=1555..1558
y=1915, x=769..792
x=514, y=1341..1354
y=1020, x=572..579
x=713, y=347..365
x=594, y=1419..1424
x=587, y=797..809
x=590, y=1354..1357
x=495, y=9..19
x=476, y=889..897
y=1464, x=451..457
x=661, y=1548..1558
y=1419, x=487..498
x=590, y=736..753
x=747, y=577..599
x=712, y=729..735
x=643, y=936..944
x=656, y=1708..1732
x=693, y=1886..1900
x=632, y=361..374
x=736, y=1196..1198
x=751, y=1330..1341
x=570, y=1188..1205
y=1516, x=465..468
x=788, y=1688..1693
x=679, y=1531..1539
y=1667, x=578..580
x=741, y=1017..1018
y=1265, x=632..656
y=1621, x=451..453
y=1679, x=746..748
x=621, y=1480..1491
x=737, y=245..256
y=521, x=478..487
y=1638, x=480..492
x=649, y=1064..1074
y=481, x=603..620
x=669, y=1291..1313
y=214, x=670..674
y=1238, x=455..467
y=394, x=632..648
x=620, y=471..481
y=1198, x=626..642
y=107, x=476..478
x=632, y=819..822
x=766, y=3..12
y=476, x=526..548
x=632, y=1251..1265
y=1256, x=582..585
x=610, y=995..1004
y=1538, x=596..670
x=757, y=935..947
y=753, x=520..533
x=559, y=887..915
x=769, y=1170..1178
y=1368, x=722..724
x=592, y=531..533
y=775, x=580..583
x=645, y=913..926
x=688, y=1769..1771
y=1254, x=448..476
y=968, x=654..657
x=657, y=983..1003
x=470, y=1900..1911
x=448, y=1807..1818
x=603, y=135..155
y=1177, x=642..663
x=745, y=827..851
x=722, y=134..148
x=442, y=1218..1229
y=1141, x=465..467
x=532, y=384..388
x=721, y=399..403
x=761, y=1688..1701
x=534, y=487..489
x=588, y=256..263
x=679, y=1337..1349
x=695, y=1031..1059
x=527, y=1553..1557
x=547, y=406..408
x=780, y=1574..1578
x=682, y=746..748
x=671, y=1081..1101
y=921, x=757..782
y=1208, x=729..746
y=44, x=489..511
x=637, y=26..41
y=302, x=536..540
y=256, x=737..761
x=519, y=1429..1436
x=503, y=321..323
y=1178, x=767..769
x=750, y=1560..1580
x=684, y=488..513
y=1437, x=618..638
x=524, y=907..910
x=546, y=983..993
x=538, y=1443..1454
x=769, y=1343..1347
y=1588, x=534..559
y=773, x=580..583
x=677, y=998..1008
x=697, y=911..918
x=777, y=1438..1443
x=708, y=396..405
y=1836, x=458..460
x=769, y=1644..1668
x=768, y=991..994
x=603, y=219..223
y=169, x=675..685
x=618, y=1426..1437
x=488, y=205..207
y=416, x=648..654
y=162, x=513..544
y=331, x=599..618
y=212, x=441..444
x=569, y=633..646
y=1557, x=585..598
y=1059, x=599..602
x=618, y=320..331
y=600, x=543..554
y=897, x=474..476
x=567, y=1016..1031
x=476, y=364..389
y=1591, x=472..496
x=713, y=1840..1854
y=603, x=588..597
x=690, y=802..815
x=642, y=1381..1392
x=441, y=430..439
x=482, y=1476..1496
y=1257, x=759..763
x=622, y=1380..1392
x=455, y=1224..1238
y=1867, x=588..605
x=518, y=451..460
x=530, y=1136..1156
x=717, y=11..15
y=646, x=569..670
y=1693, x=671..696
y=870, x=746..761
y=800, x=718..741
x=729, y=859..869
x=673, y=1552..1555
x=638, y=1403..1415
y=1558, x=661..681
x=454, y=327..353
x=551, y=1081..1106
x=559, y=158..171
x=646, y=982..1003
y=1061, x=599..602
x=666, y=1454..1456
x=735, y=741..745
x=502, y=36..40
x=746, y=855..870
x=522, y=1599..1620
x=636, y=1765..1774
y=1261, x=582..585
y=1577, x=650..731
x=668, y=758..780
x=687, y=527..532
y=203, x=601..606
x=773, y=1034..1042
x=648, y=381..394
x=733, y=830..834
y=695, x=453..477
x=513, y=1566..1567
x=604, y=1108..1120
x=485, y=1887..1910
y=1890, x=586..588
y=1230, x=594..612
x=730, y=432..452
y=1111, x=458..474
y=63, x=555..581
y=397, x=442..451
y=364, x=618..620
x=669, y=1272..1282
x=693, y=657..667
y=1732, x=645..656
x=602, y=1013..1018
x=719, y=1630..1640
y=1263, x=736..740
x=494, y=1180..1196
y=589, x=507..528
x=763, y=614..626
x=551, y=787..793
y=1025, x=611..633
y=1455, x=600..618
y=910, x=520..524
x=511, y=820..825
x=659, y=1765..1774
x=714, y=665..676
y=1691, x=620..623
x=456, y=1578..1581
y=23, x=457..463
y=1653, x=475..483
x=748, y=947..967
x=526, y=293..306
y=1012, x=664..684
y=1592, x=509..512
y=1241, x=645..666
y=1181, x=527..533
x=482, y=555..561
x=534, y=361..374
x=489, y=785..803
x=692, y=1769..1771
y=478, x=563..586
x=692, y=572..585
x=564, y=1197..1221
x=710, y=33..39
x=785, y=1908..1911
y=180, x=676..679
y=1214, x=734..736
x=588, y=592..603
x=555, y=38..63
x=506, y=452..460
y=1850, x=749..754
x=485, y=1205..1210
y=358, x=767..776
x=588, y=930..932
x=667, y=1366..1385
x=448, y=523..545
x=684, y=1073..1087
x=480, y=1134..1139
x=528, y=81..87
x=651, y=842..852
y=1391, x=752..775
y=1630, x=768..788
x=609, y=325..328
x=474, y=158..171
y=1701, x=761..768
x=652, y=916..929
x=763, y=1525..1536
x=553, y=522..538
x=622, y=1358..1370
y=806, x=576..578
y=1843, x=453..473
x=520, y=736..753
x=680, y=1032..1059
x=556, y=1433..1450
x=474, y=1089..1111
x=578, y=1526..1529
y=626, x=760..763
x=672, y=1020..1032
x=563, y=466..478
x=707, y=1160..1164
x=779, y=1111..1115
x=612, y=717..745
y=124, x=603..605
y=672, x=765..768
y=378, x=732..741
x=627, y=526..539
x=594, y=89..115
x=649, y=1148..1158
x=723, y=1044..1058
x=759, y=1234..1257
x=585, y=252..266
x=485, y=98..110
x=601, y=1492..1499
x=664, y=868..880
x=514, y=1871..1877
x=774, y=1739..1762
y=34, x=640..659
x=538, y=628..638
y=539, x=599..627
x=771, y=454..458
x=655, y=1043..1045
x=561, y=318..329
x=661, y=1023..1025
y=745, x=735..742
x=626, y=722..736
x=740, y=1784..1786
x=642, y=1254..1259
x=549, y=1599..1620
x=490, y=255..265
x=664, y=1504..1515
x=593, y=1454..1461
y=1902, x=520..543
y=207, x=488..490
x=781, y=342..360
x=650, y=1293..1296
x=612, y=1819..1846
x=737, y=1486..1495
x=495, y=1525..1541
x=662, y=893..895
x=471, y=444..460
y=1782, x=680..700
x=631, y=36..38
y=298, x=755..757
y=1491, x=468..475
x=608, y=475..477
x=463, y=1684..1698
y=1581, x=435..456
y=1515, x=664..716
x=602, y=1357..1370
x=452, y=1043..1051
x=506, y=882..898
x=652, y=1647..1673
x=760, y=1756..1768
x=563, y=142..156
x=453, y=1833..1843
x=473, y=363..389
x=574, y=1154..1166
x=739, y=1023..1034
y=807, x=536..548
x=620, y=1313..1327
x=496, y=937..955
y=105, x=651..655
x=629, y=163..171
y=534, x=503..518
x=693, y=1909..1912
y=58, x=464..467
y=1122, x=570..598
x=635, y=939..952
y=904, x=652..673
x=747, y=1455..1470
x=788, y=707..720
y=1409, x=568..581
x=524, y=138..151
x=673, y=1892..1904
y=532, x=563..568
x=777, y=1644..1668
x=690, y=1261..1270
y=1557, x=527..552
y=1839, x=682..684
x=541, y=1739..1742
x=790, y=1461..1488
x=754, y=1848..1850
x=600, y=1080..1091
x=535, y=1288..1302
y=802, x=437..442
y=92, x=725..727
x=698, y=1312..1314
y=729, x=453..462
x=499, y=1782..1803
y=1182, x=455..461
x=684, y=1001..1012
x=545, y=99..109
x=512, y=938..955
x=512, y=1662..1681
y=1774, x=636..659
x=713, y=1096..1102
y=1495, x=607..627
x=544, y=1162..1184
y=510, x=565..571
x=536, y=1844..1851
y=869, x=729..734
x=451, y=202..215
x=487, y=1095..1108
x=515, y=1526..1541
x=451, y=394..397
y=1103, x=497..505
x=540, y=300..302
x=567, y=1444..1447
x=727, y=1306..1309
x=675, y=701..711
x=749, y=161..184
y=1906, x=577..594
x=724, y=1363..1368
y=120, x=662..667
x=703, y=655..658
y=1102, x=686..713
y=82, x=476..478
x=731, y=63..71
x=525, y=1209..1224
y=609, x=707..722
x=445, y=1609..1624
x=626, y=85..93
x=530, y=903..917
x=664, y=1000..1012
x=763, y=1233..1257
x=462, y=1708..1719
x=629, y=1294..1299
y=1042, x=773..783
x=659, y=32..34
y=489, x=524..534
x=656, y=1290..1302
y=924, x=715..718
y=765, x=441..448
x=703, y=674..685
x=736, y=1214..1216
x=648, y=714..720
x=655, y=842..852
y=168, x=513..544
x=541, y=1287..1302
x=453, y=687..695
y=720, x=648..655
x=718, y=922..924
y=1052, x=635..661
x=744, y=398..403
x=512, y=1095..1108
y=907, x=680..684
y=835, x=649..658
x=646, y=231..242
y=819, x=626..632
x=665, y=4..26
y=1681, x=506..512
x=763, y=1491..1504
y=1458, x=713..726
y=1224, x=500..525
y=1488, x=511..525
x=716, y=1112..1139
x=757, y=1594..1620
x=505, y=804..810
y=1743, x=573..584
y=1139, x=716..727
x=539, y=1531..1535
y=225, x=472..474
x=627, y=1887..1888
x=737, y=1504..1512
y=1447, x=564..567
x=637, y=379..390
x=724, y=1867..1871
y=791, x=696..700
x=457, y=1457..1464
x=698, y=1826..1845
x=729, y=1797..1806
x=696, y=1528..1531
y=416, x=457..465
y=439, x=441..457
x=458, y=1090..1111
x=597, y=593..603
x=524, y=566..568
x=472, y=1425..1445
y=465, x=747..753
x=740, y=1172..1180
y=85, x=671..674
y=599, x=747..767
y=1784, x=735..740
x=726, y=1453..1458
x=768, y=1739..1762
x=708, y=914..928
y=15, x=717..720
y=1806, x=729..734
x=621, y=26..41
y=460, x=506..518
x=584, y=823..847
x=469, y=1738..1748
x=667, y=1801..1802
x=556, y=7..20
x=631, y=201..213
x=569, y=290..298
x=674, y=845..858
x=500, y=753..757
x=767, y=1105..1127
x=546, y=888..915
x=754, y=760..787
x=768, y=1614..1630
x=557, y=1810..1826
x=687, y=761..770
x=732, y=376..378
x=501, y=11..22
x=540, y=1613..1617
y=1749, x=725..745
y=1088, x=481..498
y=1164, x=707..727
x=750, y=46..60
x=704, y=554..557
y=225, x=500..525
x=534, y=765..773
y=326, x=651..654
y=667, x=557..693
x=549, y=113..116
x=710, y=677..690
x=440, y=234..244
y=323, x=501..503
y=720, x=782..788
x=588, y=1884..1890
x=712, y=1037..1065
x=535, y=1803..1807
x=503, y=1565..1567
y=858, x=674..698
x=571, y=857..863
x=519, y=124..127
x=526, y=456..476
x=568, y=968..973
x=505, y=1149..1171
y=525, x=472..493
x=588, y=1512..1515
y=1416, x=469..477
y=938, x=574..586
x=586, y=548..561
y=944, x=643..647
y=132, x=731..758
x=442, y=156..173
y=1877, x=500..514
y=729, x=472..493
x=640, y=470..472
x=726, y=1778..1789
y=403, x=721..744
x=701, y=397..405
x=480, y=219..229
x=646, y=1586..1611
y=1536, x=763..768
x=741, y=33..40
y=1358, x=545..556
x=674, y=1118..1129
y=1012, x=641..647
x=758, y=63..71
y=987, x=671..673
y=1210, x=483..485
x=544, y=1798..1810
x=757, y=1095..1111
x=745, y=1736..1749
x=587, y=32..47
x=585, y=1546..1557
x=579, y=142..156
x=497, y=1836..1840
x=768, y=1811..1830
y=1568, x=452..456
y=211, x=705..731
x=720, y=495..514
x=765, y=450..461
x=573, y=616..623
x=760, y=1840..1854
y=887, x=706..711
x=546, y=139..151
x=775, y=1367..1391
y=1106, x=551..557
y=637, x=628..654
x=699, y=674..685
y=1071, x=502..513
y=127, x=519..524
x=597, y=89..115
y=1434, x=624..629
x=533, y=317..329
y=1364, x=450..455
x=451, y=1619..1621
y=214, x=755..780
x=733, y=418..426
y=1639, x=671..688
x=492, y=1631..1638
y=1018, x=724..741
x=648, y=1170..1172
x=497, y=1166..1168
y=1318, x=554..577
x=737, y=1733..1745
x=632, y=1290..1302
x=685, y=1400..1416
x=476, y=96..107
x=457, y=410..416
y=1468, x=657..659
x=640, y=246..250
